model,seed,fold,case,tp,tn,fp,fn,auc,accuracy,sensitivity,specificity,precision,f1,iou,thin_gt_pixels,thin_fn_pixels,far_fp_pixels,evaluated_segments,recovered_segments,partial_segments,missed_segments,mean_tolerant_centerline_coverage,median_tolerant_centerline_coverage,evaluated_centerline_pixels,length_weighted_coverage,long_segments,long_centerline_pixels,long_branch_coverage
unet_dpd_v3,42,1,im0081,29215,272366,6128,2398,0.9940218478258299,0.9725062639669534,0.9241451301679688,0.9779959352804728,0.8266134736722972,0.8726626441244997,0.7740918364643227,12852,1202,619,69,60,4,5,0.8895078893661125,1.0,603,0.8955223880597015,3,70,0.9714285714285714
unet_dpd_v3,42,1,im0162,27225,274459,5451,2955,0.9934382458775268,0.9728917411074204,0.9020874751491054,0.9805258833196384,0.8331803158281308,0.8662657502863689,0.764081838848194,17745,2157,357,174,160,7,7,0.9383185181676561,1.0,1430,0.9475524475524476,5,141,0.9787234042553191
unet_dpd_v3,42,1,im0240,34655,262714,4164,8588,0.9834593840492225,0.9588805659726365,0.8014013828827787,0.9843973650881677,0.8927329400551276,0.8446052984328922,0.7310101883688063,10414,3324,638,50,36,1,13,0.7330952380952381,1.0,369,0.7452574525745257,0,0,
unet_dpd_v3,42,2,im0002,22022,278009,3037,6182,0.9855719365212966,0.9701891673403396,0.780811232449298,0.9891939397820997,0.8788060177979967,0.8269154948087791,0.7049070132198073,13057,4538,72,99,68,3,28,0.6975076721453534,1.0,889,0.7142857142857143,4,92,0.8369565217391305
unet_dpd_v3,42,2,im0082,30472,272100,5271,2838,0.9942481522327967,0.9738992728876242,0.9148003602521765,0.9809965713791275,0.852530565425398,0.8825684619060722,0.7898188227365802,13893,1811,391,106,91,7,8,0.8895811211848947,1.0,843,0.8896797153024911,1,20,0.9
unet_dpd_v3,42,2,im0239,30852,270517,4146,5719,0.9906664432833363,0.968303591509925,0.8436192611632167,0.9849051382967491,0.8815360877764443,0.8621609914907292,0.7577179065255298,15247,4107,700,117,96,7,14,0.8472003068156914,1.0,969,0.8132094943240454,4,88,0.5568181818181818
unet_dpd_v3,42,2,im0319,15418,286132,5554,2827,0.9875356499643645,0.972958497213896,0.8450534392984379,0.9809589764335621,0.735170703795537,0.7862916592294158,0.6478423463170722,9439,1611,1259,60,56,0,4,0.9333333333333333,1.0,582,0.9432989690721649,4,117,1.0
unet_dpd_v3,42,3,im0001,27377,273702,3760,6422,0.9874779830308154,0.9672879030781242,0.8099943785319093,0.986448594762526,0.8792433439316568,0.8431994579278058,0.7289065204078916,13119,3197,401,85,64,7,14,0.7859587471352176,1.0,658,0.7735562310030395,3,67,1.0
unet_dpd_v3,42,3,im0005,27957,270264,3500,10300,0.9846278325334344,0.9557722076398704,0.7307682254227984,0.9872152657033065,0.8887370060717805,0.8020483690506929,0.6695164882534664,12603,4569,1670,54,45,7,2,0.8887766554433221,1.0,446,0.899103139013453,0,0,
unet_dpd_v3,42,3,im0077,31541,269433,6639,2399,0.9937488000384653,0.9708462898210392,0.9293164407778433,0.9759519255846301,0.8261131482451546,0.8746810870770937,0.7772739594371473,12666,1055,690,90,86,2,2,0.9671717171717172,1.0,806,0.956575682382134,6,150,0.86
unet_dpd_v3,42,3,im0163,31089,271995,6659,1662,0.9956443985562401,0.9732791702124244,0.9492534579096822,0.9761029807574986,0.8235933029564481,0.8819699570206669,0.7888606952550115,12614,852,669,104,97,3,4,0.9506562881562881,1.0,977,0.9631525076765609,5,160,1.0
unet_dpd_v3,42,4,im0003,21935,282382,5038,3410,0.9903496679371401,0.9729893050693013,0.8654566975734859,0.9824716442836268,0.8132206280354428,0.8385259375358385,0.7219497745449758,9483,2664,873,83,65,3,15,0.8020749665327979,1.0,702,0.7991452991452992,3,67,0.8059701492537313
unet_dpd_v3,42,4,im0004,23077,270175,4640,8313,0.9823429532139079,0.9576982740321027,0.7351704364447276,0.9831159143423758,0.8325937150485262,0.7808550594684217,0.6404940327504857,8935,2957,2316,45,33,6,6,0.7861245706859742,1.0,412,0.8058252427184466,1,23,1.0
unet_dpd_v3,42,4,im0139,30355,268525,7365,3702,0.9893698381553417,0.9642938954079245,0.891299879613589,0.9733045779114865,0.804745493107105,0.8458141187288407,0.7328231374631838,13841,2453,541,98,77,6,15,0.8090157858015,1.0,804,0.8034825870646766,3,70,1.0
unet_dpd_v3,42,4,im0235,33598,266420,5066,4102,0.9927530340872148,0.9703479458966447,0.8911936339522546,0.981339737592362,0.8689737223256776,0.879943428840815,0.7856240939063742,12635,2185,348,91,82,4,5,0.9174369747899159,1.0,777,0.9292149292149292,4,100,1.0
unet_dpd_v3,43,0,im0236,33665,267020,3602,4692,0.993509211759729,0.9731567517533554,0.8776755220689835,0.986689921735853,0.9033461239166019,0.8903258224902147,0.8023308467789986,13589,2953,249,98,81,3,14,0.832611945877252,1.0,831,0.8447653429602888,2,47,1.0
unet_dpd_v3,43,0,im0255,29660,269433,2205,8243,0.9913159326595681,0.966246797677852,0.7825238107801493,0.9918825790206083,0.9308018201788797,0.8502465313610824,0.7395033409793558,19437,6086,127,132,102,13,17,0.8207884027736968,1.0,1133,0.8252427184466019,4,92,0.6956521739130435
unet_dpd_v3,43,0,im0291,17155,286150,2025,4263,0.9899238131996251,0.9796894632630583,0.8009618078251938,0.9929730198664006,0.8944212721584984,0.8451155229321642,0.73177494347993,7222,2187,26,46,33,2,11,0.7391304347826086,1.0,412,0.6771844660194175,2,47,0.0
unet_dpd_v3,43,0,im0324,22981,275976,6785,5280,0.9821742496246817,0.9612085318723435,0.813170093061109,0.9760044702062873,0.772055365181751,0.7920795491753839,0.6557381726873253,7363,2142,832,42,36,1,5,0.8611111111111113,1.0,313,0.8753993610223643,0,0,
unet_dpd_v3,43,1,im0044,26307,307699,7183,3189,0.9918820922067048,0.9698819320630238,0.8918836452400325,0.9771882800541155,0.785518065094058,0.8353284856952339,0.7172223888328472,10327,1754,1978,87,80,3,4,0.93098223615465,1.0,647,0.9397217928902627,1,20,1.0
unet_dpd_v3,43,1,im0081,28917,272742,5752,2696,0.994056716910935,0.9727577900531107,0.914718628412362,0.9793460541340209,0.8340880902246964,0.872544582239522,0.7739060618225613,12852,1383,599,69,64,2,3,0.9421810073983986,1.0,603,0.9502487562189055,3,70,1.0
unet_dpd_v3,43,1,im0162,26956,274826,5084,3224,0.9934806509329812,0.97320777838692,0.8931742876076872,0.9818370190418348,0.8413233458177278,0.8664738026358084,0.7644056261343013,17745,2453,456,174,150,12,12,0.8953081520969453,1.0,1430,0.9076923076923077,5,141,0.9361702127659575
unet_dpd_v3,43,1,im0240,33901,263218,3660,9342,0.9845326185650971,0.9580744290131916,0.7839650348033208,0.9862858684492539,0.9025585048321397,0.8390921241522696,0.72278958702002,10414,3581,588,50,35,4,11,0.745,1.0,369,0.7669376693766937,0,0,
unet_dpd_v3,43,2,im0002,22115,277446,3600,6089,0.9841932430060418,0.9686693613581245,0.7841086370727557,0.9871907089942572,0.8600038887808672,0.8203045308703797,0.6953527858131052,13057,4580,90,99,65,8,26,0.6944668339760567,1.0,889,0.7142857142857143,4,92,0.8586956521739131
unet_dpd_v3,43,2,im0082,30815,271038,6333,2495,0.994072079675843,0.9715850019795224,0.9250975682978084,0.9771677644742962,0.8295197588026273,0.8747054983110506,0.777312514189138,13893,1828,331,106,86,12,8,0.8646103634311182,1.0,843,0.8540925266903915,1,20,0.85
unet_dpd_v3,43,2,im0239,30656,270920,3743,5915,0.9905000370786065,0.9689686859404821,0.838259823357305,0.9863723908935678,0.891188697345853,0.863914329998591,0.7604306196358586,15247,4315,212,117,96,5,16,0.8369642465796312,1.0,969,0.7966976264189887,4,88,0.5227272727272727
unet_dpd_v3,43,2,im0319,15171,287089,4597,3074,0.9899888232033761,0.9752493296895115,0.8315154836941628,0.9842399018122228,0.7674524484014569,0.7982006155788809,0.6641712634620436,9439,1865,674,60,55,1,4,0.9261904761904761,1.0,582,0.9381443298969072,4,117,1.0
unet_dpd_v3,43,3,im0001,27475,273837,3625,6324,0.9898923521241936,0.9680364710002217,0.8128938725997811,0.9869351478761056,0.8834405144694534,0.8467002573229171,0.7341545532278752,13119,3528,346,85,62,9,14,0.7774509803921568,1.0,658,0.7674772036474165,3,67,1.0
unet_dpd_v3,43,3,im0005,26528,270241,3523,11729,0.9812501692169499,0.9511186747045872,0.6934155840761168,0.9871312517350711,0.8827659645269709,0.7767172219944956,0.6349449497367161,12603,5360,1916,54,38,8,8,0.7808962642295977,1.0,446,0.8004484304932735,0,0,
unet_dpd_v3,43,3,im0077,30725,270731,5341,3215,0.993404598753781,0.9724010683457415,0.9052740129640542,0.9806535976122172,0.851910386513614,0.8777819044081936,0.7821847712634608,12666,1508,538,90,82,7,1,0.9442536475869809,1.0,806,0.9454094292803971,6,150,0.9
unet_dpd_v3,43,3,im0163,30763,272864,5790,1988,0.9957605411819268,0.9750228801721231,0.9392995633721107,0.979221543562985,0.841599868683829,0.8877698256954866,0.7981889416465582,12614,1054,576,104,92,8,4,0.9221897893772893,1.0,977,0.9263050153531218,5,160,1.0
unet_dpd_v3,43,4,im0003,21995,281836,5584,3350,0.9893768499061981,0.9714354227614983,0.86782402840797,0.980571985248069,0.7975271039559085,0.8311918978157358,0.711144880209512,9483,2601,650,83,62,9,12,0.8134714181400928,1.0,702,0.811965811965812,3,67,0.835820895522388
unet_dpd_v3,43,4,im0004,21243,271114,3701,10147,0.9801282932048869,0.9547753955683284,0.6767441860465117,0.9865327584011062,0.8516276459268762,0.7541804239003089,0.6053688980080363,8935,3906,1943,45,29,6,10,0.6943079922027291,1.0,412,0.7330097087378641,1,23,1.0
unet_dpd_v3,43,4,im0139,30990,266369,9521,3067,0.9876260323992637,0.9593866048066282,0.9099450920515606,0.9654898691507485,0.7649774135420009,0.8311876408110718,0.711138647941622,13841,2071,993,98,77,7,14,0.8156038972365504,1.0,804,0.804726368159204,3,70,1.0
unet_dpd_v3,43,4,im0235,33408,266685,4801,4292,0.9929097432245921,0.970590518328773,0.8861538461538462,0.9823158468576648,0.8743489753722945,0.880211832589021,0.786052092891932,12635,2398,172,91,78,5,8,0.8908676291029232,1.0,777,0.8828828828828829,4,100,1.0
