model,seed,fold,subject,case,tp,tn,fp,fn,auc,accuracy,sensitivity,specificity,precision,f1,iou,thin_gt_pixels,thin_fn_pixels,far_fp_pixels,evaluated_segments,recovered_segments,partial_segments,missed_segments,mean_tolerant_centerline_coverage,median_tolerant_centerline_coverage,evaluated_centerline_pixels,length_weighted_coverage,long_segments,long_centerline_pixels,long_branch_coverage
unet_standard,41,4,Subject_04,Image_04L,63205,578804,8353,11878,0.9907503393186804,0.9694506523314811,0.8418017394083881,0.9857738219930955,0.8832695156376645,0.8620372201498898,0.757526727072247,7163,2379,776,73,42,13,18,0.6704177325515126,1.0,1089,0.7171717171717171,14,469,0.8550106609808102
unet_standard,41,4,Subject_04,Image_04R,58351,584255,7723,15213,0.9877250186515287,0.9655378623738247,0.793200478494916,0.9869539070708708,0.8831159003541483,0.8357467165098326,0.7178392608904253,8415,3597,774,108,50,16,42,0.5396287779707252,0.7207792207792207,1364,0.6129032258064516,17,536,0.75
unet_standard,41,4,Subject_14,Image_14L,55213,590175,9897,10800,0.9898021658272653,0.9689273891470308,0.8363958614212352,0.9835069791625005,0.8479956995853172,0.8421558384112627,0.7273481754709524,13111,5231,1183,80,55,6,19,0.7172545591663239,1.0,752,0.7247340425531915,5,105,0.6952380952380952
unet_standard,41,4,Subject_14,Image_14R,46211,587374,14004,9898,0.9816742506843047,0.9636464295111539,0.8235933629186049,0.9767134813711177,0.7674333637797891,0.7945221966232248,0.6590931781552637,10232,4898,4131,35,23,1,11,0.6704761904761906,1.0,323,0.7058823529411765,2,54,1.0
unet_standard,42,0,Subject_05,Image_05L,65628,578730,11416,10014,0.9900660874881073,0.967812576976455,0.8676132307448243,0.9806556343684444,0.8518249312081408,0.859646594972689,0.7538422660754899,9810,2243,1208,90,67,13,10,0.8206415789707746,1.0,1663,0.8719182200841852,27,1067,0.9522024367385192
unet_standard,42,0,Subject_05,Image_05R,70059,572850,11279,11456,0.9882031569098704,0.9658451063932072,0.8594614488131019,0.9806909090286563,0.8613317268681305,0.8603955714662916,0.7549949350173503,9070,2758,1292,118,76,18,24,0.7158375007124068,0.9901960784313726,1543,0.7621516526247569,18,608,0.8157894736842105
unet_standard,42,0,Subject_09,Image_09L,40971,603843,12451,7517,0.9871872725196246,0.9699630856431131,0.8449719518231315,0.9797969800127861,0.7669312268353862,0.8040624080070651,0.6723280657706887,7509,2196,3041,90,59,8,23,0.6930008613376768,1.0,1171,0.7070879590093937,15,466,0.7317596566523605
unet_standard,42,0,Subject_09,Image_09R,38369,605862,9793,10314,0.9842700832646164,0.9697337800938679,0.7881395969845737,0.9840933639782021,0.7966654208712263,0.7923795756105116,0.6561495314316985,7919,3167,1694,93,50,10,33,0.5908315515699427,1.0,1313,0.6123381568926123,18,583,0.614065180102916
unet_standard,42,0,Subject_12,Image_12L,59531,568787,20950,9396,0.9815354828089261,0.9539279511253081,0.863681866322341,0.964475690010971,0.7396901131944186,0.7968917327050761,0.6623607819575642,11247,3965,1530,110,63,15,32,0.6404455393091757,1.0,1468,0.6348773841961853,23,652,0.5920245398773006
unet_standard,42,0,Subject_12,Image_12R,63057,573947,19810,7426,0.986412744656006,0.9589967481633145,0.894641261013294,0.9666361828155289,0.7609422327343816,0.8223932181284643,0.6983597842579159,15132,4304,1213,152,107,20,25,0.7708193919911622,1.0,2020,0.7752475247524753,32,932,0.8079399141630901
unet_standard,42,1,Subject_01,Image_01L,57158,588385,8696,9612,0.9906308251221746,0.9724215222994317,0.8560431331436273,0.9854358118915189,0.8679503143317034,0.8619556038122813,0.7574006837516233,10607,4160,1975,125,65,17,43,0.5827997514680675,0.8,1812,0.5298013245033113,29,939,0.47710330138445156
unet_standard,42,1,Subject_01,Image_01R,57846,583101,6154,14737,0.9871068260764718,0.9684348737908672,0.7969634762961024,0.9895563041467615,0.90384375,0.8470453863218702,0.7346736604137826,9592,4884,1034,96,38,18,40,0.48637146414104926,0.48333333333333334,1366,0.47584187408491946,22,655,0.49923664122137407
unet_standard,42,1,Subject_06,Image_06L,57812,579971,7107,14043,0.9779701851834823,0.9679026547463855,0.8045647484517431,0.9878942832127928,0.890525115913677,0.845365347215114,0.7321496415997568,9426,4468,155,112,44,10,58,0.43476565760523533,0.17028985507246375,1540,0.4935064935064935,24,696,0.5775862068965517
unet_standard,42,1,Subject_06,Image_06R,60224,580757,10428,11227,0.9852568750342119,0.9673199162134264,0.8428713383997425,0.9823608515101026,0.8524033289928098,0.8476105360196478,0.7355243713284236,12688,5355,653,144,77,20,47,0.605966178268948,0.9666666666666667,1992,0.5637550200803213,35,1026,0.5516569200779727
unet_standard,42,1,Subject_13,Image_13L,49923,587174,14283,8982,0.9837300058144167,0.9647693234922664,0.8475171886936593,0.9762526664416575,0.7775441547518923,0.8110241976752687,0.6821200196753566,12009,4870,717,90,47,11,32,0.5682967790395327,0.8,951,0.5657202944269191,9,251,0.5976095617529881
