observer,architecture,seed,image_id,AUC,accuracy,sensitivity,specificity,precision,F1,IoU,thin_FN,far_FP,recovered,partial,missed,length_weighted_coverage,long_branch_coverage
OBSERVER_1,Standard U-Net,43,11,0.9760223430307988,0.950938045949766,0.8352013002404091,0.9681764768182529,0.7962939049586777,0.8152836768084086,0.6881678430934911,3981,285,150,21,68,0.6753191489361702,0.7701421800947867
OBSERVER_1,Standard U-Net,43,12,0.9846016859069617,0.9590914083609763,0.8431730431730432,0.9756773723727494,0.8322189502858133,0.8376601865574056,0.7206672066720667,3140,105,126,16,30,0.7656765676567657,0.6107784431137725
OBSERVER_1,Standard U-Net,43,13,0.9774274022097036,0.9531032967032967,0.8031129852412253,0.9778794148979759,0.8570861321597565,0.8292222240007683,0.7082661124935058,4535,79,108,21,50,0.6698853349426674,0.5968586387434555
OBSERVER_1,Standard U-Net,43,14,0.9843581475159001,0.9582163698672593,0.8698509256130074,0.970028560959327,0.7950645249862712,0.8307780587085553,0.7105392307220416,2360,357,132,14,16,0.8613472858077175,0.92018779342723
OBSERVER_1,Standard U-Net,43,15,0.9844870280897761,0.9590534490795711,0.8811621209554464,0.9680786330490426,0.7618175826590019,0.8171553129234335,0.6908390609954511,2154,584,111,12,17,0.8419540229885057,0.898989898989899
OBSERVER_1,Standard U-Net,43,16,0.9853441100066113,0.9584354440608888,0.8442146957134705,0.9756294750458558,0.8390885129950288,0.8416437989425072,0.7265846189403131,4163,299,115,7,12,0.8674242424242424,0.7384615384615385
OBSERVER_1,Standard U-Net,43,17,0.9820638526495277,0.9567432841635529,0.7992172632939571,0.9788974564845253,0.8419320674786293,0.8200187883364954,0.6949422416484545,4861,122,87,10,18,0.8065610859728507,1.0
OBSERVER_1,Standard U-Net,43,18,0.9858286289596723,0.956926699822505,0.8841034271725826,0.9663767943296205,0.7733538543897216,0.825028555111365,0.7021690260647669,2770,170,111,6,7,0.9235555555555556,0.9315789473684211
OBSERVER_1,Standard U-Net,43,19,0.9903051460153559,0.9627157105915879,0.9326561186830855,0.966828483009284,0.7936813955657825,0.8575748412458422,0.7506617257808365,1718,393,110,9,7,0.9063414634146342,0.9587628865979382
OBSERVER_1,Standard U-Net,43,20,0.9863204928800916,0.9571955362754535,0.8854269699967029,0.9657628936480057,0.7553352318672433,0.8152237843170737,0.6880825032828364,2534,706,125,9,3,0.944578313253012,0.9395348837209302
